sorteo,modo,fecha,aciertos,premio_total,ganadores,premio_por_ganador
2529,baloto,21/07/2025,2+SB,$7.923.500,689,$11.50
2529,baloto,21/07/2025,0+SB,$48.078.000,8.013,$6.00
2528,baloto,19/07/2025,5+SB,$0,0,$0
2528,baloto,19/07/2025,5,$47.839.950,3,$15.946.650
2528,baloto,19/07/2025,4+SB,$9.588.000,8,$1.198.500
2528,baloto,19/07/2025,4,$10.485.900,122,$85.95
2528,baloto,19/07/2025,3+SB,$9.088.000,284,$32.00
2528,baloto,19/07/2025,3,$29.647.800,4.706,$6.30
2528,baloto,19/07/2025,2+SB,$23.677.500,3.075,$7.70
2528,baloto,19/07/2025,0+SB,$153.624.000,25.604,$6.00
2527,baloto,16/07/2025,5+SB,$0,0,$0
2527,baloto,16/07/2025,5,$37.231.700,1,$37.231.700
2527,baloto,16/07/2025,4+SB,$7.461.900,9,$829.10
2527,baloto,16/07/2025,4,$8.160.600,87,$93.80
2527,baloto,16/07/2025,3+SB,$7.075.200,201,$35.20
2527,baloto,16/07/2025,3,$23.131.100,2.599,$8.90
2527,baloto,16/07/2025,2+SB,$18.480.750,1.803,$10.25
2527,baloto,16/07/2025,0+SB,$107.934.000,17.989,$6.00
2526,baloto,14/07/2025,5+SB,$0,0,$0
2526,baloto,14/07/2025,5,$0,0,$0
2526,baloto,14/07/2025,4+SB,$3.184.200,2,$1.592.100
2526,baloto,14/07/2025,4,$3.482.500,25,$139.30
2526,baloto,14/07/2025,3+SB,$3.018.000,60,$50.30
2526,baloto,14/07/2025,3,$9.838.400,946,$10.40
2526,baloto,14/07/2025,2+SB,$7.854.000,595,$13.20
2526,baloto,14/07/2025,0+SB,$43.596.000,7.266,$6.00
2525,baloto,12/07/2025,5+SB,$0,0,$0
2525,baloto,12/07/2025,5,$0,0,$0
2525,baloto,12/07/2025,4+SB,$9.685.350,3,$3.228.450
2525,baloto,12/07/2025,4,$10.593.800,94,$112.70
2525,baloto,12/07/2025,3+SB,$9.185.400,189,$48.60
2525,baloto,12/07/2025,3,$30.024.900,2.742,$10.95
2525,baloto,12/07/2025,2+SB,$23.946.500,2.038,$11.75
2525,baloto,12/07/2025,0+SB,$123.588.000,20.598,$6.00
2524,baloto,09/07/2025,5+SB,$0,0,$0
2524,baloto,09/07/2025,5,$0,0,$0
2524,baloto,09/07/2025,4+SB,$7.376.250,7,$1.053.750
2524,baloto,09/07/2025,4,$8.068.500,33,$244.50
2524,baloto,09/07/2025,3+SB,$6.994.700,113,$61.90
2524,baloto,09/07/2025,3,$22.822.800,1.848,$12.35
2524,baloto,09/07/2025,2+SB,$18.185.650,1.631,$11.15
2524,baloto,09/07/2025,0+SB,$97.974.000,16.329,$6.00
2523,baloto,07/07/2025,5+SB,$0,0,$0
2523,baloto,07/07/2025,5,$0,0,$0
2523,baloto,07/07/2025,4+SB,$3.730.650,1,$3.730.650
2523,baloto,07/07/2025,4,$4.080.250,19,$214.75
2523,baloto,07/07/2025,3+SB,$3.536.000,64,$55.25
2523,baloto,07/07/2025,3,$11.553.600,928,$12.45
2523,baloto,07/07/2025,2+SB,$9.205.800,804,$11.45
2523,baloto,07/07/2025,0+SB,$51.822.000,8.637,$6.00
2522,baloto,05/07/2025,5+SB,$0,0,$0
2522,baloto,05/07/2025,5,$0,0,$0
2522,baloto,05/07/2025,4+SB,$10.452.800,8,$1.306.600
2522,baloto,05/07/2025,4,$11.430.800,82,$139.40
2522,baloto,05/07/2025,3+SB,$9.908.500,133,$74.50
2522,baloto,05/07/2025,3,$32.369.750,2.443,$13.25
2522,baloto,05/07/2025,2+SB,$25.837.900,1.826,$14.15
2522,baloto,05/07/2025,0+SB,$145.116.000,24.186,$6.00
2521,baloto,02/07/2025,5+SB,$0,0,$0
2521,baloto,02/07/2025,5,$0,0,$0
2521,baloto,02/07/2025,4+SB,$7.589.100,1,$7.589.100
2521,baloto,02/07/2025,4,$8.299.800,36,$230.55
2521,baloto,02/07/2025,3+SB,$7.192.000,155,$46.40
2521,baloto,02/07/2025,3,$23.493.150,1.887,$12.45
2521,baloto,02/07/2025,2+SB,$18.727.200,1.836,$10.20
2521,baloto,02/07/2025,0+SB,$117.882.000,19.647,$6.00
2520,baloto,30/06/2025,5+SB,$0,0,$0
2520,baloto,30/06/2025,5,$0,0,$0
2520,baloto,30/06/2025,4+SB,$2.016.650,1,$2.016.650
2520,baloto,30/06/2025,4,$2.205.600,6,$367.60
2520,baloto,30/06/2025,3+SB,$1.911.650,17,$112.45
2520,baloto,30/06/2025,3,$6.243.450,389,$16.05
2520,baloto,30/06/2025,2+SB,$4.976.400,348,$14.30
2520,baloto,30/06/2025,0+SB,$25.548.000,4.258,$6.00
2519,baloto,28/06/2025,5+SB,$0,0,$0
2519,baloto,28/06/2025,5,$0,0,$0
2519,baloto,28/06/2025,4+SB,$10.067.250,5,$2.013.450
2519,baloto,28/06/2025,4,$11.009.300,89,$123.70
2519,baloto,28/06/2025,3+SB,$9.543.800,238,$40.10
2519,baloto,28/06/2025,3,$31.211.000,2.645,$11.80
2519,baloto,28/06/2025,2+SB,$24.816.000,2.585,$9.60
2519,baloto,28/06/2025,0+SB,$157.914.000,26.319,$6.00
2518,baloto,25/06/2025,5+SB,$0,0,$0
2518,baloto,25/06/2025,5,$0,0,$0
2518,baloto,25/06/2025,4+SB,$7.090.500,5,$1.418.100
2518,baloto,25/06/2025,4,$7.753.600,64,$121.15
2518,baloto,25/06/2025,3+SB,$6.720.000,192,$35.00
2518,baloto,25/06/2025,3,$21.895.650,2.317,$9.45
2518,baloto,25/06/2025,2+SB,$17.564.400,2.091,$8.40
2518,baloto,25/06/2025,0+SB,$114.576.000,19.096,$6.00
2517,baloto,23/06/2025,5+SB,$0,0,$0
2517,baloto,23/06/2025,5,$0,0,$0
2517,baloto,23/06/2025,4+SB,$1.738.300,1,$1.738.300
2517,baloto,23/06/2025,4,$1.901.400,12,$158.45
2517,baloto,23/06/2025,3+SB,$1.648.000,20,$82.40
2517,baloto,23/06/2025,3,$5.380.300,346,$15.55
2517,baloto,23/06/2025,2+SB,$4.293.000,265,$16.20
2517,baloto,23/06/2025,0+SB,$21.726.000,3.621,$6.00
2516,baloto,21/06/2025,5+SB,$0,0,$0
2516,baloto,21/06/2025,5,$0,0,$0
2516,baloto,21/06/2025,4+SB,$9.437.400,9,$1.048.600
2516,baloto,21/06/2025,4,$10.322.400,66,$156.40
2516,baloto,21/06/2025,3+SB,$8.942.600,244,$36.65
2516,baloto,21/06/2025,3,$29.232.400,2.732,$10.70
2516,baloto,21/06/2025,2+SB,$23.324.700,2.681,$8.70
2516,baloto,21/06/2025,0+SB,$150.522.000,25.087,$6.00
2515,baloto,18/06/2025,5+SB,$0,0,$0
2515,baloto,18/06/2025,5,$0,0,$0
2515,baloto,18/06/2025,4+SB,$0,0,$0
2515,baloto,18/06/2025,4,$7.737.600,124,$62.40
2515,baloto,18/06/2025,3+SB,$6.703.400,121,$55.40
2515,baloto,18/06/2025,3,$21.922.100,1.706,$12.85
2515,baloto,18/06/2025,2+SB,$17.499.000,1.535,$11.40
2515,baloto,18/06/2025,0+SB,$110.052.000,18.342,$6.00
2514,baloto,16/06/2025,5+SB,$0,0,$0
2514,baloto,16/06/2025,5,$0,0,$0
2514,baloto,16/06/2025,4+SB,$0,0,$0
2514,baloto,16/06/2025,4,$3.454.500,30,$115.15
2514,baloto,16/06/2025,3+SB,$2.994.100,79,$37.90
2514,baloto,16/06/2025,3,$9.756.500,1.027,$9.50
2514,baloto,16/06/2025,2+SB,$7.792.400,847,$9.20
2514,baloto,16/06/2025,0+SB,$49.728.000,8.288,$6.00
2513,baloto,14/06/2025,5+SB,$0,0,$0
2513,baloto,14/06/2025,5,$0,0,$0
2513,baloto,14/06/2025,4+SB,$9.512.650,7,$1.358.950
2513,baloto,14/06/2025,4,$10.403.250,97,$107.25
2513,baloto,14/06/2025,3+SB,$9.023.450,251,$35.95
2513,baloto,14/06/2025,3,$29.498.000,3.43,$8.60
2513,baloto,14/06/2025,2+SB,$23.492.700,2.373,$9.90
2513,baloto,14/06/2025,0+SB,$128.988.000,21.498,$6.00
2512,baloto,11/06/2025,5+SB,$0,0,$0
2512,baloto,11/06/2025,5,$0,0,$0
2512,baloto,11/06/2025,4+SB,$6.935.400,3,$2.311.800
2512,baloto,11/06/2025,4,$7.586.800,52,$145.90
2512,baloto,11/06/2025,3+SB,$6.579.000,204,$32.25
2512,baloto,11/06/2025,3,$21.420.000,2.38,$9.00
2512,baloto,11/06/2025,2+SB,$17.145.600,2.432,$7.05
2512,baloto,11/06/2025,0+SB,$123.138.000,20.523,$6.00
2511,baloto,09/06/2025,5+SB,$0,0,$0
2511,baloto,09/06/2025,5,$0,0,$0
2511,baloto,09/06/2025,4+SB,$2.783.250,1,$2.783.250
2511,baloto,09/06/2025,4,$3.043.750,25,$121.75
2511,baloto,09/06/2025,3+SB,$2.637.600,84,$31.40
2511,baloto,09/06/2025,3,$8.589.200,872,$9.85
2511,baloto,09/06/2025,2+SB,$6.881.600,782,$8.80
2511,baloto,09/06/2025,0+SB,$43.182.000,7.197,$6.00
2510,baloto,07/06/2025,5+SB,$0,0,$0
2510,baloto,07/06/2025,5,$0,0,$0
2510,baloto,07/06/2025,4+SB,$9.608.000,5,$1.921.600
2510,baloto,07/06/2025,4,$10.510.500,98,$107.25
2510,baloto,07/06/2025,3+SB,$9.103.500,210,$43.35
2510,baloto,07/06/2025,3,$29.744.500,2.945,$10.10
2510,baloto,07/06/2025,2+SB,$23.760.400,2.488,$9.55
2510,baloto,07/06/2025,0+SB,$147.336.000,24.556,$6.00
2509,baloto,04/06/2025,5+SB,$0,0,$0
2509,baloto,04/06/2025,5,$0,0,$0
2509,baloto,04/06/2025,4+SB,$7.486.350,1,$7.486.350
2509,baloto,04/06/2025,4,$8.188.000,46,$178.00
2509,baloto,04/06/2025,3+SB,$7.098.300,99,$71.70
2509,baloto,04/06/2025,3,$23.181.900,1.577,$14.70
2509,baloto,04/06/2025,2+SB,$18.484.100,1.411,$13.10
2509,baloto,04/06/2025,0+SB,$107.790.000,17.965,$6.00
2508,baloto,02/06/2025,5+SB,$0,0,$0
2508,baloto,02/06/2025,5,$0,0,$0
2508,baloto,02/06/2025,4+SB,$0,0,$0
2508,baloto,02/06/2025,4,$1.315.500,5,$263.10
2508,baloto,02/06/2025,3+SB,$1.139.650,23,$49.55
2508,baloto,02/06/2025,3,$3.715.200,258,$14.40
2508,baloto,02/06/2025,2+SB,$2.977.050,267,$11.15
2508,baloto,02/06/2025,0+SB,$18.276.000,3.046,$6.00
2507,baloto,31/05/2025,5+SB,$8.000.000.000,1,$8.000.000.000
2507,baloto,31/05/2025,5,$0,0,$0
2507,baloto,31/05/2025,4+SB,$10.015.650,3,$3.338.550
2507,baloto,31/05/2025,4,$10.956.400,86,$127.40
2507,baloto,31/05/2025,3+SB,$9.495.400,197,$48.20
2507,baloto,31/05/2025,3,$31.064.000,3.53,$8.80
2507,baloto,31/05/2025,2+SB,$24.741.850,2.219,$11.15
2507,baloto,31/05/2025,0+SB,$121.991.400,21.402,$5.70
2506,baloto,28/05/2025,5+SB,$0,0,$0
2506,baloto,28/05/2025,5,$0,0,$0
2506,baloto,28/05/2025,4+SB,$8.032.750,5,$1.606.550
2506,baloto,28/05/2025,4,$8.787.000,58,$151.50
2506,baloto,28/05/2025,3+SB,$7.616.000,160,$47.60
2506,baloto,28/05/2025,3,$24.863.400,2.181,$11.40
2506,baloto,28/05/2025,2+SB,$19.808.250,1.715,$11.55
2506,baloto,28/05/2025,0+SB,$98.689.800,17.314,$5.70
2505,baloto,24/05/2025,5+SB,$0,0,$0
2505,baloto,24/05/2025,5,$0,0,$0
2505,baloto,24/05/2025,4+SB,$9.367.800,2,$4.683.900
2505,baloto,24/05/2025,4,$10.245.750,19,$539.25
2505,baloto,24/05/2025,3+SB,$8.878.600,103,$86.20
2505,baloto,24/05/2025,3,$28.983.750,1.475,$19.65
2505,baloto,24/05/2025,2+SB,$23.115.700,1.663,$13.90
2505,baloto,24/05/2025,0+SB,$149.328.600,26.198,$5.70
2504,baloto,21/05/2025,5+SB,$0,0,$0
2504,baloto,21/05/2025,5,$0,0,$0
2504,baloto,21/05/2025,4+SB,$7.673.000,10,$767.30
2504,baloto,21/05/2025,4,$8.393.600,86,$97.60
2504,baloto,21/05/2025,3+SB,$7.274.150,247,$29.45
2504,baloto,21/05/2025,3,$23.699.600,2.648,$8.95
2504,baloto,21/05/2025,2+SB,$18.988.200,2.466,$7.70
2504,baloto,21/05/2025,0+SB,$137.820.300,24.179,$5.70
2503,baloto,17/05/2025,5+SB,$0,0,$0
2503,baloto,17/05/2025,5,$44.696.850,1,$44.696.850
2503,baloto,17/05/2025,4+SB,$8.958.000,5,$1.791.600
2503,baloto,17/05/2025,4,$9.800.000,100,$98.00
2503,baloto,17/05/2025,3+SB,$8.492.250,201,$42.25
2503,baloto,17/05/2025,3,$27.751.200,2.984,$9.30
2503,baloto,17/05/2025,2+SB,$22.083.750,2.265,$9.75
2503,baloto,17/05/2025,0+SB,$133.955.700,23.501,$5.70
2502,baloto,14/05/2025,5+SB,$0,0,$0
2502,baloto,14/05/2025,5,$0,0,$0
2502,baloto,14/05/2025,4+SB,$7.731.800,4,$1.932.950
2502,baloto,14/05/2025,4,$8.455.000,89,$95.00
2502,baloto,14/05/2025,3+SB,$7.330.400,187,$39.20
2502,baloto,14/05/2025,3,$23.983.500,2.71,$8.85
2502,baloto,14/05/2025,2+SB,$19.113.500,1.778,$10.75
2502,baloto,14/05/2025,0+SB,$101.437.200,17.796,$5.70
2501,baloto,10/05/2025,5+SB,$0,0,$0
2501,baloto,10/05/2025,5,$45.729.450,1,$45.729.450
2501,baloto,10/05/2025,4+SB,$9.165.000,6,$1.527.500
2501,baloto,10/05/2025,4,$10.021.900,139,$72.10
2501,baloto,10/05/2025,3+SB,$8.684.800,184,$47.20
2501,baloto,10/05/2025,3,$28.400.400,3.864,$7.35
2501,baloto,10/05/2025,2+SB,$22.626.450,1.959,$11.55
2501,baloto,10/05/2025,0+SB,$98.758.200,17.326,$5.70
2500,baloto,07/05/2025,5+SB,$0,0,$0
2500,baloto,07/05/2025,5,$39.243.450,1,$39.243.450
2500,baloto,07/05/2025,4+SB,$7.865.100,3,$2.621.700
2500,baloto,07/05/2025,4,$8.603.100,99,$86.90
2500,baloto,07/05/2025,3+SB,$7.454.300,161,$46.30
2500,baloto,07/05/2025,3,$24.367.250,3.361,$7.25
2500,baloto,07/05/2025,2+SB,$19.407.750,1.695,$11.45
2500,baloto,07/05/2025,0+SB,$84.804.600,14.878,$5.70
2499,baloto,03/05/2025,5+SB,$0,0,$0
2499,baloto,03/05/2025,5,$0,0,$0
2499,baloto,03/05/2025,4+SB,$9.120.200,4,$2.280.050
2499,baloto,03/05/2025,4,$9.975.150,27,$369.45
2499,baloto,03/05/2025,3+SB,$8.643.600,126,$68.60
2499,baloto,03/05/2025,3,$28.231.500,1.711,$16.50
2499,baloto,03/05/2025,2+SB,$22.545.550,1.871,$12.05
2499,baloto,03/05/2025,0+SB,$143.383.500,25.155,$5.70
2498,baloto,30/04/2025,5+SB,$14.000.000.000,1,$14.000.000.000
2498,baloto,30/04/2025,5,$0,0,$0
2498,baloto,30/04/2025,4+SB,$8.671.500,15,$578.10
2498,baloto,30/04/2025,4,$9.487.900,158,$60.05
2498,baloto,30/04/2025,3+SB,$8.221.500,378,$21.75
2498,baloto,30/04/2025,3,$26.869.900,5.717,$4.70
2498,baloto,30/04/2025,2+SB,$21.401.600,3.344,$6.40
2498,baloto,30/04/2025,0+SB,$119.534.700,20.971,$5.70
2497,baloto,26/04/2025,5+SB,$0,0,$0
2497,baloto,26/04/2025,5,$46.250.600,1,$46.250.600
2497,baloto,26/04/2025,4+SB,$9.269.400,4,$2.317.350
2497,baloto,26/04/2025,4,$10.138.800,102,$99.40
2497,baloto,26/04/2025,3+SB,$8.789.400,228,$38.55
2497,baloto,26/04/2025,3,$28.603.600,3.326,$8.60
2497,baloto,26/04/2025,2+SB,$22.952.000,2.416,$9.50
2497,baloto,26/04/2025,0+SB,$119.620.200,20.986,$5.70
2496,baloto,23/04/2025,5+SB,$0,0,$0
2496,baloto,23/04/2025,5,$0,0,$0
2496,baloto,23/04/2025,4+SB,$7.770.000,5,$1.554.000
2496,baloto,23/04/2025,4,$8.497.350,69,$123.15
2496,baloto,23/04/2025,3+SB,$7.362.200,131,$56.20
2496,baloto,23/04/2025,3,$24.011.200,2.792,$8.60
2496,baloto,23/04/2025,2+SB,$19.159.000,1.955,$9.80
2496,baloto,23/04/2025,0+SB,$103.238.400,18.112,$5.70
2495,baloto,19/04/2025,5+SB,$0,0,$0
2495,baloto,19/04/2025,5,$0,0,$0
2495,baloto,19/04/2025,4+SB,$7.224.400,4,$1.806.100
2495,baloto,19/04/2025,4,$7.901.250,75,$105.35
2495,baloto,19/04/2025,3+SB,$6.845.300,154,$44.45
2495,baloto,19/04/2025,3,$22.310.000,2.425,$9.20
2495,baloto,19/04/2025,2+SB,$17.853.850,1.759,$10.15
2495,baloto,19/04/2025,0+SB,$97.555.500,17.115,$5.70
2494,baloto,16/04/2025,5+SB,$0,0,$0
2494,baloto,16/04/2025,5,$0,0,$0
2494,baloto,16/04/2025,4+SB,$8.262.300,6,$1.377.050
2494,baloto,16/04/2025,4,$9.036.000,40,$225.90
2494,baloto,16/04/2025,3+SB,$7.832.300,167,$46.90
2494,baloto,16/04/2025,3,$25.553.000,2.02,$12.65
2494,baloto,16/04/2025,2+SB,$20.448.000,2.13,$9.60
2494,baloto,16/04/2025,0+SB,$126.927.600,22.268,$5.70
2493,baloto,12/04/2025,5+SB,$0,0,$0
2493,baloto,12/04/2025,5,$44.936.800,1,$44.936.800
2493,baloto,12/04/2025,4+SB,$9.006.150,3,$3.002.050
2493,baloto,12/04/2025,4,$9.850.500,55,$179.10
2493,baloto,12/04/2025,3+SB,$8.538.250,119,$71.75
2493,baloto,12/04/2025,3,$27.893.600,2.344,$11.90
2493,baloto,12/04/2025,2+SB,$22.230.600,1.659,$13.40
2493,baloto,12/04/2025,0+SB,$99.744.300,17.499,$5.70
2492,baloto,09/04/2025,5+SB,$0,0,$0
2492,baloto,09/04/2025,5,$0,0,$0
2492,baloto,09/04/2025,4+SB,$7.537.250,7,$1.076.750
2492,baloto,09/04/2025,4,$8.245.600,88,$93.70
2492,baloto,09/04/2025,3+SB,$7.139.000,242,$29.50
2492,baloto,09/04/2025,3,$23.272.000,2.909,$8.00
2492,baloto,09/04/2025,2+SB,$18.666.500,2.018,$9.25
2492,baloto,09/04/2025,0+SB,$93.696.600,16.438,$5.70
2491,baloto,05/04/2025,5+SB,$0,0,$0
2491,baloto,05/04/2025,5,$0,0,$0
2491,baloto,05/04/2025,4+SB,$9.537.300,1,$9.537.300
2491,baloto,05/04/2025,4,$10.431.200,17,$613.60
2491,baloto,05/04/2025,3+SB,$9.040.500,82,$110.25
2491,baloto,05/04/2025,3,$29.520.000,1.64,$18.00
2491,baloto,05/04/2025,2+SB,$23.534.300,1.499,$15.70
2491,baloto,05/04/2025,0+SB,$124.961.100,21.923,$5.70
2490,baloto,02/04/2025,5+SB,$0,0,$0
2490,baloto,02/04/2025,5,$41.114.700,1,$41.114.700
2490,baloto,02/04/2025,4+SB,$8.240.200,4,$2.060.050
2490,baloto,02/04/2025,4,$9.012.150,63,$143.05
2490,baloto,02/04/2025,3+SB,$7.814.400,148,$52.80
2490,baloto,02/04/2025,3,$25.452.600,2.157,$11.80
2490,baloto,02/04/2025,2+SB,$20.331.400,1.723,$11.80
2490,baloto,02/04/2025,0+SB,$124.704.600,21.878,$5.70
2489,baloto,29/03/2025,5+SB,$0,0,$0
2489,baloto,29/03/2025,5,$0,0,$0
2489,baloto,29/03/2025,4+SB,$9.739.100,2,$4.869.550
2489,baloto,29/03/2025,4,$10.650.700,73,$145.90
2489,baloto,29/03/2025,3+SB,$9.229.300,122,$75.65
2489,baloto,29/03/2025,3,$30.074.000,2.734,$11.00
2489,baloto,29/03/2025,2+SB,$24.075.400,1.649,$14.60
2489,baloto,29/03/2025,0+SB,$107.690.100,18.893,$5.70
2488,baloto,26/03/2025,5+SB,$0,0,$0
2488,baloto,26/03/2025,5,$35.382.800,2,$17.691.400
2488,baloto,26/03/2025,4+SB,$7.091.250,5,$1.418.250
2488,baloto,26/03/2025,4,$7.755.000,110,$70.50
2488,baloto,26/03/2025,3+SB,$6.723.700,142,$47.35
2488,baloto,26/03/2025,3,$21.984.900,2.527,$8.70
2488,baloto,26/03/2025,2+SB,$17.505.400,1.606,$10.90
2488,baloto,26/03/2025,0+SB,$94.745.400,16.622,$5.70
2487,baloto,22/03/2025,5+SB,$0,0,$0
2487,baloto,22/03/2025,5,$45.007.400,4,$11.251.850
2487,baloto,22/03/2025,4+SB,$9.020.200,4,$2.255.050
2487,baloto,22/03/2025,4,$9.869.100,134,$73.65
2487,baloto,22/03/2025,3+SB,$8.553.600,198,$43.20
2487,baloto,22/03/2025,3,$27.904.500,4.134,$6.75
2487,baloto,22/03/2025,2+SB,$22.319.000,2.029,$11.00
2487,baloto,22/03/2025,0+SB,$92.340.000,16.2,$5.70
2486,baloto,19/03/2025,5+SB,$0,0,$0
2486,baloto,19/03/2025,5,$0,0,$0
2486,baloto,19/03/2025,4+SB,$7.604.850,1,$7.604.850
2486,baloto,19/03/2025,4,$8.319.150,57,$145.95
2486,baloto,19/03/2025,3+SB,$7.206.250,125,$57.65
2486,baloto,19/03/2025,3,$23.493.800,2.596,$9.05
2486,baloto,19/03/2025,2+SB,$18.774.600,1.508,$12.45
2486,baloto,19/03/2025,0+SB,$80.295.900,14.087,$5.70
2485,baloto,15/03/2025,5+SB,$0,0,$0
2485,baloto,15/03/2025,5,$0,0,$0
2485,baloto,15/03/2025,4+SB,$9.556.000,4,$2.389.000
2485,baloto,15/03/2025,4,$10.451.700,98,$106.65
2485,baloto,15/03/2025,3+SB,$9.052.750,245,$36.95
2485,baloto,15/03/2025,3,$29.573.100,3.651,$8.10
2485,baloto,15/03/2025,2+SB,$23.556.400,2.506,$9.40
2485,baloto,15/03/2025,0+SB,$124.288.500,21.805,$5.70
2484,baloto,12/03/2025,5+SB,$0,0,$0
2484,baloto,12/03/2025,5,$0,0,$0
2484,baloto,12/03/2025,4+SB,$7.524.200,2,$3.762.100
2484,baloto,12/03/2025,4,$8.228.900,38,$216.55
2484,baloto,12/03/2025,3+SB,$7.132.950,121,$58.95
2484,baloto,12/03/2025,3,$23.301.600,1.752,$13.30
2484,baloto,12/03/2025,2+SB,$18.584.650,1.831,$10.15
2484,baloto,12/03/2025,0+SB,$113.293.200,19.876,$5.70
2483,baloto,08/03/2025,5+SB,$0,0,$0
2483,baloto,08/03/2025,5,$0,0,$0
2483,baloto,08/03/2025,4+SB,$9.273.400,4,$2.318.350
2483,baloto,08/03/2025,4,$10.142.350,71,$142.85
2483,baloto,08/03/2025,3+SB,$8.793.600,192,$45.80
2483,baloto,08/03/2025,3,$28.680.000,2.868,$10.00
2483,baloto,08/03/2025,2+SB,$22.958.200,2.404,$9.55
2483,baloto,08/03/2025,0+SB,$132.992.400,23.332,$5.70
2482,baloto,05/03/2025,5+SB,$0,0,$0
2482,baloto,05/03/2025,5,$0,0,$0
2482,baloto,05/03/2025,4+SB,$7.673.100,6,$1.278.850
2482,baloto,05/03/2025,4,$8.392.950,27,$310.85
2482,baloto,05/03/2025,3+SB,$7.275.100,133,$54.70
2482,baloto,05/03/2025,3,$23.730.500,1.531,$15.50
2482,baloto,05/03/2025,2+SB,$18.997.200,1.759,$10.80
2482,baloto,05/03/2025,0+SB,$117.995.700,20.701,$5.70
2481,baloto,01/03/2025,5+SB,$0,0,$0
2481,baloto,01/03/2025,5,$46.458.200,4,$11.614.550
2481,baloto,01/03/2025,4+SB,$9.311.050,7,$1.330.150
2481,baloto,01/03/2025,4,$10.185.950,137,$74.35
2481,baloto,01/03/2025,3+SB,$8.820.500,230,$38.35
2481,baloto,01/03/2025,3,$28.715.200,4.192,$6.85
2481,baloto,01/03/2025,2+SB,$22.979.300,2.231,$10.30
2481,baloto,01/03/2025,0+SB,$112.449.600,19.728,$5.70
2480,baloto,26/02/2025,5+SB,$0,0,$0
2480,baloto,26/02/2025,5,$0,0,$0
2480,baloto,26/02/2025,4+SB,$0,0,$0
2480,baloto,26/02/2025,4,$8.101.600,41,$197.60
2480,baloto,26/02/2025,3+SB,$7.021.800,94,$74.70
2480,baloto,26/02/2025,3,$22.914.000,2.01,$11.40
2480,baloto,26/02/2025,2+SB,$18.332.800,1.348,$13.60
2480,baloto,26/02/2025,0+SB,$89.153.700,15.641,$5.70
2479,baloto,22/02/2025,5+SB,$0,0,$0
2479,baloto,22/02/2025,5,$0,0,$0
2479,baloto,22/02/2025,4+SB,$8.551.200,3,$2.850.400
2479,baloto,22/02/2025,4,$9.352.350,63,$148.45
2479,baloto,22/02/2025,3+SB,$8.108.800,181,$44.80
2479,baloto,22/02/2025,3,$26.440.100,2.567,$10.30
2479,baloto,22/02/2025,2+SB,$21.086.400,2.292,$9.20
2479,baloto,22/02/2025,0+SB,$124.698.900,21.877,$5.70
2478,baloto,19/02/2025,5+SB,$0,0,$0
2478,baloto,19/02/2025,5,$0,0,$0
2478,baloto,19/02/2025,4+SB,$0,0,$0
2478,baloto,19/02/2025,4,$7.390.400,31,$238.40
2478,baloto,19/02/2025,3+SB,$6.404.000,80,$80.05
2478,baloto,19/02/2025,3,$20.903.200,1.537,$13.60
2478,baloto,19/02/2025,2+SB,$16.693.350,1.021,$16.35
2478,baloto,19/02/2025,0+SB,$88.629.300,15.549,$5.70
2477,baloto,15/02/2025,5+SB,$14.000.000.000,1,$14.000.000.000
2477,baloto,15/02/2025,5,$43.710.250,1,$43.710.250
2477,baloto,15/02/2025,4+SB,$8.760.000,16,$547.50
2477,baloto,15/02/2025,4,$9.579.500,98,$97.75
2477,baloto,15/02/2025,3+SB,$8.309.600,272,$30.55
2477,baloto,15/02/2025,3,$27.127.100,3.523,$7.70
2477,baloto,15/02/2025,2+SB,$21.607.000,2.788,$7.75
2477,baloto,15/02/2025,0+SB,$133.579.500,23.435,$5.70
2476,baloto,12/02/2025,5+SB,$0,0,$0
2476,baloto,12/02/2025,5,$0,0,$0
2476,baloto,12/02/2025,4+SB,$7.317.600,4,$1.829.400
2476,baloto,12/02/2025,4,$8.002.500,50,$160.05
2476,baloto,12/02/2025,3+SB,$6.938.100,117,$59.30
2476,baloto,12/02/2025,3,$22.597.250,2.045,$11.05
2476,baloto,12/02/2025,2+SB,$18.077.600,1.532,$11.80
2476,baloto,12/02/2025,0+SB,$91.382.400,16.032,$5.70
2475,baloto,08/02/2025,5+SB,$0,0,$0
2475,baloto,08/02/2025,5,$0,0,$0
2475,baloto,08/02/2025,4+SB,$8.799.450,3,$2.933.150
2475,baloto,08/02/2025,4,$9.625.500,46,$209.25
2475,baloto,08/02/2025,3+SB,$8.343.600,102,$81.80
2475,baloto,08/02/2025,3,$27.203.250,1.909,$14.25
2475,baloto,08/02/2025,2+SB,$21.744.450,1.593,$13.65
2475,baloto,08/02/2025,0+SB,$110.585.700,19.401,$5.70
2474,baloto,05/02/2025,5+SB,$0,0,$0
2474,baloto,05/02/2025,5,$0,0,$0
2474,baloto,05/02/2025,4+SB,$7.723.900,2,$3.861.950
2474,baloto,05/02/2025,4,$8.447.600,28,$301.70
2474,baloto,05/02/2025,3+SB,$7.321.500,90,$81.35
2474,baloto,05/02/2025,3,$23.916.600,1.548,$15.45
2474,baloto,05/02/2025,2+SB,$19.110.400,1.493,$12.80
2474,baloto,05/02/2025,0+SB,$100.388.400,17.612,$5.70
2473,baloto,01/02/2025,5+SB,$0,0,$0
